"","word","sentiment"
"6418","hysterical","negative"
"6419","idealism","positive"
"6420","idiocy","anger"
"6421","idiocy","disgust"
"6422","idiocy","negative"
"6423","idiocy","sadness"
"6424","idiot","disgust"
"6425","idiot","negative"
"6426","idiotic","anger"
"6427","idiotic","disgust"
"6428","idiotic","negative"
"6429","idler","negative"
"6430","idol","positive"
"6431","idolatry","disgust"
"6432","idolatry","fear"
"6433","idolatry","negative"
"6434","ignorance","negative"
"6435","ignorant","disgust"
"6436","ignorant","negative"
"6437","ignore","negative"
"6438","ill","anger"
"6439","ill","disgust"
"6440","ill","fear"
"6441","ill","negative"
"6442","ill","sadness"
"6443","illegal","anger"
"6444","illegal","disgust"
"6445","illegal","fear"
"6446","illegal","negative"
"6447","illegal","sadness"
"6448","illegality","anger"
"6449","illegality","disgust"
"6450","illegality","fear"
"6451","illegality","negative"
"6452","illegible","negative"
"6453","illegitimate","anger"
"6454","illegitimate","disgust"
"6455","illegitimate","fear"
"6456","illegitimate","negative"
"6457","illegitimate","sadness"
"6458","illegitimate","surprise"
"6459","illicit","anger"
"6460","illicit","disgust"
"6461","illicit","fear"
"6462","illicit","negative"
"6463","illiterate","disgust"
"6464","illiterate","negative"
"6465","illness","fear"
"6466","illness","negative"
"6467","illness","sadness"
"6468","illogical","negative"
"6469","illuminate","anticipation"
"6470","illuminate","joy"
"6471","illuminate","positive"
"6472","illuminate","surprise"
"6473","illumination","joy"
"6474","illumination","positive"
"6475","illumination","surprise"
"6476","illumination","trust"
"6477","illusion","negative"
"6478","illusion","surprise"
"6479","illustrate","positive"
"6480","illustrious","positive"
"6481","imaginative","positive"
"6482","imitated","negative"
"6483","imitation","negative"
"6484","immaculate","joy"
"6485","immaculate","positive"
"6486","immaculate","trust"
"6487","immature","anticipation"
"6488","immature","negative"
"6489","immaturity","anger"
"6490","immaturity","anticipation"
"6491","immaturity","negative"
"6492","immediacy","surprise"
"6493","immediately","anticipation"
"6494","immediately","negative"
"6495","immediately","positive"
"6496","immense","positive"
"6497","immerse","anticipation"
"6498","immerse","fear"
"6499","immerse","joy"
"6500","immerse","positive"
"6501","immerse","surprise"
"6502","immerse","trust"
"6503","immigrant","fear"
"6504","imminent","anticipation"
"6505","imminent","fear"
"6506","immoral","anger"
"6507","immoral","disgust"
"6508","immoral","fear"
"6509","immoral","negative"
"6510","immoral","sadness"
"6511","immorality","anger"
"6512","immorality","disgust"
"6513","immorality","negative"
"6514","immortal","positive"
"6515","immortality","anticipation"
"6516","immovable","negative"
"6517","immovable","positive"
"6518","immovable","trust"
"6519","immunization","trust"
"6520","impair","negative"
"6521","impairment","negative"
"6522","impart","positive"
"6523","impart","trust"
"6524","impartial","positive"
"6525","impartial","trust"
"6526","impartiality","positive"
"6527","impartiality","trust"
"6528","impassable","negative"
"6529","impatience","negative"
"6530","impatient","anticipation"
"6531","impatient","negative"
"6532","impeach","disgust"
"6533","impeach","fear"
"6534","impeach","negative"
"6535","impeachment","negative"
"6536","impeccable","positive"
"6537","impeccable","trust"
"6538","impede","negative"
"6539","impending","anticipation"
"6540","impending","fear"
"6541","impenetrable","trust"
"6542","imperfection","negative"
"6543","imperfectly","negative"
"6544","impermeable","anger"
"6545","impermeable","fear"
"6546","impersonate","negative"
"6547","impersonation","negative"
"6548","impervious","positive"
"6549","implacable","negative"
"6550","implicate","anger"
"6551","implicate","negative"
"6552","impolite","disgust"
"6553","impolite","negative"
"6554","importance","anticipation"
"6555","importance","positive"
"6556","important","positive"
"6557","important","trust"
"6558","imposition","negative"
"6559","impossible","negative"
"6560","impossible","sadness"
"6561","impotence","anger"
"6562","impotence","fear"
"6563","impotence","negative"
"6564","impotence","sadness"
"6565","impotent","negative"
"6566","impound","negative"
"6567","impracticable","negative"
"6568","impress","positive"
"6569","impression","positive"
"6570","impressionable","trust"
"6571","imprison","negative"
"6572","imprisoned","anger"
"6573","imprisoned","disgust"
"6574","imprisoned","fear"
"6575","imprisoned","negative"
"6576","imprisoned","sadness"
"6577","imprisonment","anger"
"6578","imprisonment","disgust"
"6579","imprisonment","fear"
"6580","imprisonment","negative"
"6581","imprisonment","sadness"
"6582","impropriety","negative"
"6583","improve","anticipation"
"6584","improve","joy"
"6585","improve","positive"
"6586","improve","trust"
"6587","improved","positive"
"6588","improvement","joy"
"6589","improvement","positive"
"6590","improvement","trust"
"6591","improving","positive"
"6592","improvisation","surprise"
"6593","improvise","anticipation"
"6594","improvise","positive"
"6595","improvise","surprise"
"6596","imprudent","negative"
"6597","imprudent","sadness"
"6598","impure","disgust"
"6599","impure","negative"
"6600","impurity","disgust"
"6601","impurity","negative"
"6602","imputation","negative"
"6603","inability","negative"
"6604","inability","sadness"
"6605","inaccessible","negative"
"6606","inaccurate","negative"
"6607","inaction","negative"
"6608","inactivity","negative"
"6609","inadequacy","negative"
"6610","inadequate","negative"
"6611","inadequate","sadness"
"6612","inadmissible","anger"
"6613","inadmissible","disgust"
"6614","inadmissible","negative"
"6615","inalienable","positive"
"6616","inane","negative"
"6617","inapplicable","negative"
"6618","inappropriate","anger"
"6619","inappropriate","disgust"
"6620","inappropriate","negative"
"6621","inappropriate","sadness"
"6622","inattention","anger"
"6623","inattention","negative"
"6624","inaudible","negative"
"6625","inaugural","anticipation"
"6626","inauguration","anticipation"
"6627","inauguration","joy"
"6628","inauguration","positive"
"6629","inauguration","trust"
"6630","incalculable","negative"
"6631","incapacity","negative"
"6632","incarceration","anger"
"6633","incarceration","disgust"
"6634","incarceration","fear"
"6635","incarceration","negative"
"6636","incarceration","sadness"
"6637","incase","anger"
"6638","incase","disgust"
"6639","incase","fear"
"6640","incase","negative"
"6641","incase","sadness"
"6642","incendiary","anger"
"6643","incendiary","fear"
"6644","incendiary","negative"
"6645","incendiary","surprise"
"6646","incense","anger"
"6647","incense","negative"
"6648","incessant","negative"
"6649","incest","anger"
"6650","incest","disgust"
"6651","incest","fear"
"6652","incest","negative"
"6653","incest","sadness"
"6654","incestuous","disgust"
"6655","incestuous","negative"
"6656","incident","surprise"
"6657","incineration","negative"
"6658","incisive","positive"
"6659","incite","anger"
"6660","incite","anticipation"
"6661","incite","fear"
"6662","incite","negative"
"6663","inclement","negative"
"6664","incline","trust"
"6665","include","positive"
"6666","included","positive"
"6667","including","positive"
"6668","inclusion","trust"
"6669","inclusive","positive"
"6670","incoherent","negative"
"6671","income","anticipation"
"6672","income","joy"
"6673","income","negative"
"6674","income","positive"
"6675","income","sadness"
"6676","income","trust"
"6677","incompatible","anger"
"6678","incompatible","disgust"
"6679","incompatible","negative"
"6680","incompatible","sadness"
"6681","incompetence","negative"
"6682","incompetent","anger"
"6683","incompetent","negative"
"6684","incompetent","sadness"
"6685","incompleteness","negative"
"6686","incomprehensible","negative"
"6687","incongruous","anger"
"6688","incongruous","negative"
"6689","inconsequential","negative"
"6690","inconsequential","sadness"
"6691","inconsiderate","anger"
"6692","inconsiderate","disgust"
"6693","inconsiderate","negative"
"6694","inconsiderate","sadness"
"6695","inconsistency","negative"
"6696","incontinence","surprise"
"6697","inconvenient","anger"
"6698","inconvenient","disgust"
"6699","inconvenient","negative"
"6700","inconvenient","sadness"
"6701","incorrect","negative"
"6702","increase","positive"
"6703","incredulous","anger"
"6704","incredulous","disgust"
"6705","incredulous","negative"
"6706","incrimination","fear"
"6707","incrimination","negative"
"6708","incrimination","sadness"
"6709","incubus","disgust"
"6710","incubus","fear"
"6711","incubus","negative"
"6712","incur","negative"
"6713","incurable","anger"
"6714","incurable","disgust"
"6715","incurable","fear"
"6716","incurable","negative"
"6717","incurable","sadness"
"6718","incursion","fear"
"6719","incursion","negative"
"6720","indecency","anger"
"6721","indecency","disgust"
"6722","indecent","disgust"
"6723","indecent","negative"
"6724","indecision","negative"
"6725","indecisive","negative"
"6726","indefensible","fear"
"6727","indefensible","negative"
"6728","indelible","positive"
"6729","indelible","trust"
"6730","indemnify","negative"
"6731","indemnity","positive"
"6732","indemnity","trust"
"6733","indent","trust"
"6734","indenture","anger"
"6735","indenture","negative"
"6736","independence","anticipation"
"6737","independence","joy"
"6738","independence","positive"
"6739","independence","surprise"
"6740","independence","trust"
"6741","indestructible","positive"
"6742","indestructible","trust"
"6743","indeterminate","negative"
"6744","indict","anger"
"6745","indict","fear"
"6746","indict","negative"
"6747","indictment","fear"
"6748","indictment","negative"
"6749","indifference","anger"
"6750","indifference","disgust"
"6751","indifference","fear"
"6752","indifference","negative"
"6753","indifference","sadness"
"6754","indigent","negative"
"6755","indigent","sadness"
"6756","indignant","anger"
"6757","indignant","negative"
"6758","indignation","anger"
"6759","indignation","disgust"
"6760","indignation","negative"
"6761","indistinct","negative"
"6762","individuality","positive"
"6763","indivisible","trust"
"6764","indoctrination","anger"
"6765","indoctrination","fear"
"6766","indoctrination","negative"
"6767","indolent","negative"
"6768","indomitable","fear"
"6769","indomitable","positive"
"6770","ineffable","positive"
"6771","ineffective","negative"
"6772","ineffectual","disgust"
"6773","ineffectual","negative"
"6774","inefficiency","disgust"
"6775","inefficiency","negative"
"6776","inefficiency","sadness"
"6777","inefficient","negative"
"6778","inefficient","sadness"
"6779","inept","anger"
"6780","inept","disgust"
"6781","inept","negative"
"6782","ineptitude","disgust"
"6783","ineptitude","fear"
"6784","ineptitude","negative"
"6785","ineptitude","sadness"
"6786","inequality","anger"
"6787","inequality","fear"
"6788","inequality","negative"
"6789","inequality","sadness"
"6790","inequitable","negative"
"6791","inert","negative"
"6792","inexcusable","anger"
"6793","inexcusable","disgust"
"6794","inexcusable","negative"
"6795","inexcusable","sadness"
"6796","inexpensive","positive"
"6797","inexperience","negative"
"6798","inexperienced","negative"
"6799","inexplicable","negative"
"6800","inexplicable","surprise"
"6801","infallibility","trust"
"6802","infallible","positive"
"6803","infamous","anger"
"6804","infamous","disgust"
"6805","infamous","fear"
"6806","infamous","negative"
"6807","infamy","negative"
"6808","infamy","sadness"
"6809","infant","anticipation"
"6810","infant","fear"
"6811","infant","joy"
"6812","infant","positive"
"6813","infant","surprise"
"6814","infanticide","anger"
"6815","infanticide","anticipation"
"6816","infanticide","disgust"
"6817","infanticide","fear"
"6818","infanticide","negative"
"6819","infanticide","sadness"
"6820","infantile","anger"
"6821","infantile","disgust"
"6822","infantile","negative"
"6823","infarct","fear"
"6824","infarct","negative"
"6825","infarct","surprise"
"6826","infect","disgust"
"6827","infect","negative"
"6828","infection","fear"
"6829","infection","negative"
"6830","infectious","disgust"
"6831","infectious","fear"
"6832","infectious","negative"
"6833","infectious","sadness"
"6834","inferior","negative"
"6835","inferior","sadness"
"6836","inferiority","negative"
"6837","inferno","anger"
"6838","inferno","fear"
"6839","inferno","negative"
"6840","infertility","negative"
"6841","infertility","sadness"
"6842","infestation","disgust"
"6843","infestation","fear"
"6844","infestation","negative"
"6845","infidel","anger"
"6846","infidel","disgust"
"6847","infidel","fear"
"6848","infidel","negative"
"6849","infidelity","anger"
"6850","infidelity","disgust"
"6851","infidelity","fear"
"6852","infidelity","negative"
"6853","infidelity","sadness"
"6854","infiltration","negative"
"6855","infiltration","positive"
"6856","infinite","positive"
"6857","infinity","anticipation"
"6858","infinity","joy"
"6859","infinity","positive"
"6860","infinity","trust"
"6861","infirm","negative"
"6862","infirmity","fear"
"6863","infirmity","negative"
"6864","inflammation","negative"
"6865","inflated","negative"
"6866","inflation","fear"
"6867","inflation","negative"
"6868","inflict","anger"
"6869","inflict","fear"
"6870","inflict","negative"
"6871","inflict","sadness"
"6872","infliction","fear"
"6873","infliction","negative"
"6874","infliction","sadness"
"6875","influence","negative"
"6876","influence","positive"
"6877","influential","positive"
"6878","influential","trust"
"6879","influenza","negative"
"6880","inform","trust"
"6881","information","positive"
"6882","informer","negative"
"6883","infraction","anger"
"6884","infraction","negative"
"6885","infrequent","surprise"
"6886","infrequently","negative"
"6887","infringement","negative"
"6888","ingenious","positive"
"6889","inheritance","anticipation"
"6890","inheritance","joy"
"6891","inheritance","positive"
"6892","inheritance","surprise"
"6893","inheritance","trust"
"6894","inhibit","anger"
"6895","inhibit","disgust"
"6896","inhibit","negative"
"6897","inhibit","sadness"
"6898","inhospitable","negative"
"6899","inhospitable","sadness"
"6900","inhuman","anger"
"6901","inhuman","disgust"
"6902","inhuman","fear"
"6903","inhuman","negative"
"6904","inhuman","sadness"
"6905","inhumanity","negative"
"6906","inhumanity","sadness"
"6907","inimical","anger"
"6908","inimical","negative"
"6909","inimical","sadness"
"6910","inimitable","positive"
"6911","inimitable","trust"
"6912","iniquity","disgust"
"6913","iniquity","negative"
"6914","injection","fear"
"6915","injunction","negative"
"6916","injure","anger"
"6917","injure","fear"
"6918","injure","negative"
"6919","injure","sadness"
"6920","injured","fear"
"6921","injured","negative"
"6922","injured","sadness"
"6923","injurious","anger"
"6924","injurious","fear"
"6925","injurious","negative"
"6926","injurious","sadness"
"6927","injury","anger"
"6928","injury","fear"
"6929","injury","negative"
"6930","injury","sadness"
"6931","injustice","anger"
"6932","injustice","negative"
"6933","inmate","disgust"
"6934","inmate","fear"
"6935","inmate","negative"
"6936","innocence","positive"
"6937","innocent","positive"
"6938","innocent","trust"
"6939","innocently","positive"
"6940","innocuous","positive"
"6941","innovate","positive"
"6942","innovation","positive"
"6943","inoculation","anticipation"
"6944","inoculation","trust"
"6945","inoperative","anger"
"6946","inoperative","negative"
"6947","inquirer","positive"
"6948","inquiry","anticipation"
"6949","inquiry","positive"
"6950","inquisitive","positive"
"6951","insane","anger"
"6952","insane","fear"
"6953","insane","negative"
"6954","insanity","anger"
"6955","insanity","disgust"
"6956","insanity","fear"
"6957","insanity","negative"
"6958","insanity","sadness"
"6959","insecure","anger"
"6960","insecure","fear"
"6961","insecure","negative"
"6962","insecure","sadness"
"6963","insecurity","fear"
"6964","insecurity","negative"
"6965","inseparable","joy"
"6966","inseparable","positive"
"6967","inseparable","trust"
"6968","insidious","anger"
"6969","insidious","disgust"
"6970","insidious","fear"
"6971","insidious","negative"
"6972","insignia","positive"
"6973","insignificance","negative"
"6974","insignificant","anger"
"6975","insignificant","negative"
"6976","insignificant","sadness"
"6977","insipid","negative"
"6978","insolent","negative"
"6979","insolvency","fear"
"6980","insolvency","negative"
"6981","insolvency","sadness"
"6982","insolvency","surprise"
"6983","insolvent","fear"
"6984","insolvent","negative"
"6985","insolvent","sadness"
"6986","insolvent","trust"
"6987","inspector","positive"
"6988","inspiration","anticipation"
"6989","inspiration","joy"
"6990","inspiration","positive"
"6991","inspire","anticipation"
"6992","inspire","joy"
"6993","inspire","positive"
"6994","inspire","trust"
"6995","inspired","joy"
"6996","inspired","positive"
"6997","inspired","surprise"
"6998","inspired","trust"
"6999","instability","disgust"
"7000","instability","fear"
"7001","instability","negative"
"7002","install","anticipation"
"7003","instigate","negative"
"7004","instigation","negative"
"7005","instinctive","anger"
"7006","instinctive","disgust"
"7007","instinctive","fear"
"7008","instinctive","positive"
"7009","institute","trust"
"7010","instruct","positive"
"7011","instruct","trust"
"7012","instruction","positive"
"7013","instruction","trust"
"7014","instructions","anticipation"
"7015","instructions","trust"
"7016","instructor","anticipation"
"7017","instructor","positive"
"7018","instructor","trust"
"7019","instrumental","positive"
"7020","insufficiency","anger"
"7021","insufficiency","negative"
"7022","insufficient","negative"
"7023","insufficiently","negative"
"7024","insulation","trust"
"7025","insult","anger"
"7026","insult","disgust"
"7027","insult","negative"
"7028","insult","sadness"
"7029","insult","surprise"
"7030","insulting","anger"
"7031","insulting","disgust"
"7032","insulting","fear"
"7033","insulting","negative"
"7034","insulting","sadness"
"7035","insure","positive"
"7036","insure","trust"
"7037","insurgent","negative"
"7038","insurmountable","fear"
"7039","insurmountable","negative"
"7040","insurmountable","sadness"
"7041","insurrection","anger"
"7042","insurrection","negative"
"7043","intact","positive"
"7044","intact","trust"
"7045","integrity","positive"
"7046","integrity","trust"
"7047","intellect","positive"
"7048","intellectual","positive"
"7049","intelligence","fear"
"7050","intelligence","joy"
"7051","intelligence","positive"
"7052","intelligence","trust"
"7053","intelligent","positive"
"7054","intelligent","trust"
"7055","intend","trust"
"7056","intended","anticipation"
"7057","intended","positive"
"7058","intense","anger"
"7059","intense","disgust"
"7060","intense","fear"
"7061","intense","joy"
"7062","intense","negative"
"7063","intense","positive"
"7064","intense","surprise"
"7065","intense","trust"
"7066","inter","negative"
"7067","inter","sadness"
"7068","intercede","fear"
"7069","intercede","sadness"
"7070","intercession","trust"
"7071","intercourse","positive"
"7072","interdiction","negative"
"7073","interest","positive"
"7074","interested","disgust"
"7075","interested","positive"
"7076","interested","sadness"
"7077","interesting","positive"
"7078","interference","negative"
"7079","interim","anticipation"
"7080","interior","disgust"
"7081","interior","positive"
"7082","interior","trust"
"7083","interlocutory","positive"
"7084","interlude","positive"
"7085","interment","negative"
"7086","interment","sadness"
"7087","interminable","anger"
"7088","interminable","anticipation"
"7089","interminable","negative"
"7090","interminable","positive"
"7091","intermission","anticipation"
"7092","interrogate","fear"
"7093","interrogation","fear"
"7094","interrupt","anger"
"7095","interrupt","negative"
"7096","interrupt","surprise"
"7097","interrupted","negative"
"7098","interrupted","sadness"
"7099","intervention","negative"
"7100","intervention","positive"
"7101","intervention","sadness"
"7102","interviewer","fear"
"7103","intestate","negative"
"7104","intestinal","disgust"
"7105","intimate","anticipation"
"7106","intimate","joy"
"7107","intimate","positive"
"7108","intimate","trust"
"7109","intimately","anticipation"
"7110","intimately","fear"
"7111","intimately","joy"
"7112","intimidate","fear"
"7113","intimidate","negative"
"7114","intimidation","anger"
"7115","intimidation","fear"
"7116","intimidation","negative"
"7117","intolerable","anger"
"7118","intolerable","negative"
"7119","intolerance","anger"
"7120","intolerance","disgust"
"7121","intolerance","fear"
"7122","intolerance","negative"
"7123","intolerant","anger"
"7124","intolerant","disgust"
"7125","intolerant","fear"
"7126","intolerant","negative"
"7127","intolerant","sadness"
"7128","intonation","positive"
"7129","intoxicated","disgust"
"7130","intoxicated","negative"
"7131","intractable","anger"
"7132","intractable","negative"
"7133","intrepid","positive"
"7134","intrigue","anticipation"
"7135","intrigue","fear"
"7136","intrigue","negative"
"7137","intrigue","surprise"
"7138","intruder","anger"
"7139","intruder","fear"
"7140","intruder","negative"
"7141","intruder","surprise"
"7142","intrusion","fear"
"7143","intrusion","negative"
"7144","intrusive","anger"
"7145","intrusive","disgust"
"7146","intrusive","fear"
"7147","intrusive","negative"
"7148","intrusive","surprise"
"7149","intuition","positive"
"7150","intuition","trust"
"7151","intuitive","positive"
"7152","intuitively","anticipation"
"7153","invade","anger"
"7154","invade","fear"
"7155","invade","negative"
"7156","invade","sadness"
"7157","invade","surprise"
"7158","invader","anger"
"7159","invader","fear"
"7160","invader","negative"
"7161","invader","sadness"
"7162","invalid","sadness"
"7163","invalidate","negative"
"7164","invalidation","negative"
"7165","invalidity","negative"
"7166","invariably","positive"
"7167","invasion","anger"
"7168","invasion","negative"
"7169","inventive","positive"
"7170","inventor","positive"
"7171","investigate","positive"
"7172","investigation","anticipation"
"7173","invigorate","positive"
"7174","invitation","anticipation"
"7175","invitation","positive"
"7176","invite","anticipation"
"7177","invite","joy"
"7178","invite","positive"
"7179","invite","surprise"
"7180","invite","trust"
"7181","inviting","anticipation"
"7182","inviting","joy"
"7183","inviting","positive"
"7184","inviting","surprise"
"7185","inviting","trust"
"7186","invocation","anticipation"
"7187","invocation","trust"
"7188","invoke","anticipation"
"7189","involuntary","negative"
"7190","involution","anger"
"7191","involution","negative"
"7192","involvement","anger"
"7193","irate","anger"
"7194","irate","negative"
"7195","ire","anger"
"7196","ire","negative"
"7197","iris","fear"
"7198","iron","positive"
"7199","iron","trust"
"7200","irons","negative"
"7201","irrational","disgust"
"7202","irrational","fear"
"7203","irrational","negative"
"7204","irrationality","negative"
"7205","irreconcilable","anger"
"7206","irreconcilable","fear"
"7207","irreconcilable","negative"
"7208","irreconcilable","sadness"
"7209","irreducible","positive"
"7210","irrefutable","positive"
"7211","irrefutable","trust"
"7212","irregular","negative"
"7213","irregularity","negative"
"7214","irrelevant","negative"
"7215","irreparable","fear"
"7216","irreparable","negative"
"7217","irreparable","sadness"
"7218","irresponsible","negative"
"7219","irreverent","negative"
"7220","irrevocable","negative"
"7221","irritability","anger"
"7222","irritability","negative"
"7223","irritable","anger"
"7224","irritable","negative"
"7225","irritating","anger"
"7226","irritating","disgust"
"7227","irritating","negative"
"7228","irritation","anger"
"7229","irritation","disgust"
"7230","irritation","negative"
"7231","irritation","sadness"
"7232","isolate","sadness"
"7233","isolated","fear"
"7234","isolated","negative"
"7235","isolated","sadness"
"7236","isolation","negative"
"7237","isolation","sadness"
"7238","jab","anger"
"7239","jabber","negative"
"7240","jackpot","anticipation"
"7241","jackpot","joy"
"7242","jackpot","positive"
"7243","jackpot","surprise"
"7244","jail","fear"
"7245","jail","negative"
"7246","jail","sadness"
"7247","jam","positive"
"7248","janitor","disgust"
"7249","jargon","negative"
"7250","jarring","fear"
"7251","jarring","negative"
"7252","jarring","sadness"
"7253","jaundice","fear"
"7254","jaundice","negative"
"7255","jaws","fear"
"7256","jealous","anger"
"7257","jealous","disgust"
"7258","jealous","negative"
"7259","jealousy","anger"
"7260","jealousy","disgust"
"7261","jealousy","fear"
"7262","jealousy","negative"
"7263","jealousy","sadness"
"7264","jeopardize","anger"
"7265","jeopardize","fear"
"7266","jeopardize","negative"
"7267","jeopardy","anticipation"
"7268","jeopardy","fear"
"7269","jeopardy","negative"
"7270","jerk","anger"
"7271","jerk","surprise"
"7272","jest","joy"
"7273","jest","positive"
"7274","jest","surprise"
"7275","job","positive"
"7276","john","disgust"
"7277","john","negative"
"7278","join","positive"
"7279","joined","positive"
"7280","joke","negative"
"7281","joker","joy"
"7282","joker","positive"
"7283","joker","surprise"
"7284","joking","positive"
"7285","jolt","surprise"
"7286","jornada","negative"
"7287","journalism","trust"
"7288","journalist","positive"
"7289","journey","anticipation"
"7290","journey","fear"
"7291","journey","joy"
"7292","journey","positive"
"7293","journeyman","trust"
"7294","jovial","joy"
"7295","jovial","positive"
"7296","joy","joy"
"7297","joy","positive"
"7298","joyful","joy"
"7299","joyful","positive"
"7300","joyful","trust"
"7301","joyous","joy"
"7302","joyous","positive"
"7303","jubilant","joy"
"7304","jubilant","positive"
"7305","jubilant","surprise"
"7306","jubilant","trust"
"7307","jubilee","joy"
"7308","jubilee","positive"
"7309","jubilee","surprise"
"7310","judgment","surprise"
"7311","judicial","anticipation"
"7312","judicial","positive"
"7313","judicial","trust"
"7314","judiciary","anticipation"
"7315","judiciary","trust"
"7316","judicious","positive"
"7317","judicious","trust"
"7318","jumble","negative"
"7319","jump","joy"
"7320","jump","positive"
"7321","jungle","fear"
"7322","junk","negative"
"7323","junta","negative"
"7324","jurisprudence","sadness"
"7325","jurist","trust"
"7326","jury","trust"
"7327","justice","positive"
"7328","justice","trust"
"7329","justifiable","positive"
"7330","justifiable","trust"
"7331","justification","positive"
"7332","juvenile","negative"
"7333","keepsake","positive"
"7334","ken","positive"
"7335","kennel","sadness"
"7336","kern","negative"
"7337","kerosene","fear"
"7338","keynote","positive"
"7339","keystone","positive"
"7340","khan","fear"
"7341","khan","trust"
"7342","kick","anger"
"7343","kick","negative"
"7344","kicking","anger"
"7345","kidnap","anger"
"7346","kidnap","fear"
"7347","kidnap","negative"
"7348","kidnap","sadness"
"7349","kidnap","surprise"
"7350","kill","fear"
"7351","kill","negative"
"7352","kill","sadness"
"7353","killing","anger"
"7354","killing","fear"
"7355","killing","negative"
"7356","killing","sadness"
"7357","kind","joy"
"7358","kind","positive"
"7359","kind","trust"
"7360","kindness","positive"
"7361","kindred","anticipation"
"7362","kindred","joy"
"7363","kindred","positive"
"7364","kindred","trust"
"7365","king","positive"
"7366","kiss","anticipation"
"7367","kiss","joy"
"7368","kiss","positive"
"7369","kiss","surprise"
"7370","kite","disgust"
"7371","kite","negative"
"7372","kitten","joy"
"7373","kitten","positive"
"7374","kitten","trust"
"7375","knack","positive"
"7376","knell","fear"
"7377","knell","negative"
"7378","knell","sadness"
"7379","knickers","trust"
"7380","knight","positive"
"7381","knotted","negative"
"7382","knowing","positive"
"7383","knowledge","positive"
"7384","kudos","joy"
"7385","kudos","positive"
"7386","label","trust"
"7387","labor","anticipation"
"7388","labor","joy"
"7389","labor","positive"
"7390","labor","surprise"
"7391","labor","trust"
"7392","labored","negative"
"7393","labored","sadness"
"7394","laborious","negative"
"7395","labyrinth","anticipation"
"7396","labyrinth","negative"
"7397","lace","anger"
"7398","lace","fear"
"7399","lace","negative"
"7400","lace","positive"
"7401","lace","sadness"
"7402","lace","trust"
"7403","lack","negative"
"7404","lacking","negative"
"7405","lackluster","negative"
"7406","laden","negative"
"7407","lag","negative"
"7408","lagging","anger"
"7409","lagging","anticipation"
"7410","lagging","disgust"
"7411","lagging","negative"
"7412","lagging","sadness"
"7413","lair","negative"
"7414","lamb","joy"
"7415","lamb","positive"
"7416","lamb","trust"
"7417","lament","disgust"
"7418","lament","fear"
"7419","lament","negative"
"7420","lament","sadness"
"7421","lamenting","sadness"
"7422","land","positive"
"7423","landed","positive"
"7424","landmark","trust"
"7425","landslide","fear"
"7426","landslide","negative"
"7427","landslide","sadness"
"7428","languid","negative"
"7429","languish","negative"
"7430","languishing","fear"
"7431","languishing","negative"
"7432","languishing","sadness"
"7433","lapse","negative"
"7434","larceny","disgust"
"7435","larceny","negative"
"7436","larger","disgust"
"7437","larger","surprise"
"7438","larger","trust"
"7439","laser","positive"
"7440","laser","trust"
"7441","lash","anger"
"7442","lash","fear"
"7443","lash","negative"
"7444","late","negative"
"7445","late","sadness"
"7446","lateness","negative"
"7447","latent","anger"
"7448","latent","anticipation"
"7449","latent","disgust"
"7450","latent","negative"
"7451","latent","surprise"
"7452","latrines","disgust"
"7453","latrines","negative"
"7454","laudable","positive"
"7455","laugh","joy"
"7456","laugh","positive"
"7457","laugh","surprise"
"7458","laughable","disgust"
"7459","laughable","negative"
"7460","laughing","joy"
"7461","laughing","positive"
"7462","laughter","anticipation"
"7463","laughter","joy"
"7464","laughter","positive"
"7465","laughter","surprise"
"7466","launch","anticipation"
"7467","launch","positive"
"7468","laureate","positive"
"7469","laureate","trust"
"7470","laurel","positive"
"7471","laurels","joy"
"7472","laurels","positive"
"7473","lava","anger"
"7474","lava","fear"
"7475","lava","negative"
"7476","lavatory","disgust"
"7477","lavish","positive"
"7478","law","trust"
"7479","lawful","positive"
"7480","lawful","trust"
"7481","lawlessness","anger"
"7482","lawlessness","fear"
"7483","lawlessness","negative"
"7484","lawsuit","anger"
"7485","lawsuit","disgust"
"7486","lawsuit","fear"
"7487","lawsuit","negative"
"7488","lawsuit","sadness"
"7489","lawsuit","surprise"
"7490","lawyer","anger"
"7491","lawyer","disgust"
"7492","lawyer","fear"
"7493","lawyer","negative"
"7494","lax","negative"
"7495","lax","sadness"
"7496","laxative","disgust"
"7497","laxative","fear"
"7498","laxative","negative"
"7499","lazy","negative"
"7500","lead","positive"
"7501","leader","positive"
"7502","leader","trust"
"7503","leading","trust"
"7504","league","positive"
"7505","leak","negative"
"7506","leakage","negative"
"7507","leaky","negative"
"7508","leaning","trust"
"7509","learn","positive"
"7510","learning","positive"
"7511","leave","negative"
"7512","leave","sadness"
"7513","leave","surprise"
"7514","lecturer","positive"
"7515","leech","negative"
"7516","leeches","disgust"
"7517","leeches","fear"
"7518","leeches","negative"
"7519","leer","disgust"
"7520","leer","negative"
"7521","leery","surprise"
"7522","leeway","positive"
"7523","legal","positive"
"7524","legal","trust"
"7525","legalized","anger"
"7526","legalized","fear"
"7527","legalized","joy"
"7528","legalized","positive"
"7529","legalized","trust"
"7530","legendary","positive"
"7531","legibility","positive"
"7532","legible","positive"
"7533","legislator","trust"
"7534","legislature","trust"
"7535","legitimacy","trust"
"7536","leisure","anticipation"
"7537","leisure","joy"
"7538","leisure","positive"
"7539","leisure","surprise"
